Name,API_Name,Memory_GB,vCPUs,Compute_Contract_Price,On_Demand_Cost_Hourly,Hourly_DBUs,GPUs,GPU_Model,GPU_Memory_GB,Physical_Processor,Clock_Speed_GHz,Instance_Storage,Network_Performance,EBS_Optimized_Max_Bandwidth_Mbps,EBS_Optimized_Max_Throughput_128K_Mbps,EBS_As_NVMe,Enhanced_Networking,Linux_Reserved_Cost_Hourly,EBS_Optimized_Surcharge_Hourly,organization_id,activeFrom,activeUntil,isActive,Pipeline_SnapTS,Overwatch_RunID,workspace_name
R6IDN Extra Large,r6idn.xlarge,32.0,4,0.25,0.25,1.02,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,237 GB NVMe SSD,Up to 30 Gigabit,25000,3125.0,true,true,0.25,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Double Extra Large,r6idn.2xlarge,64.0,8,0.49,0.49,2.04,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,474 GB NVMe SSD,Up to 40 Gigabit,25000,3125.0,true,true,0.49,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Quadruple Extra Large,r6idn.4xlarge,128.0,16,0.98,0.98,4.08,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,950 GB NVMe SSD,Up to 50 Gigabit,25000,3125.0,true,true,0.98,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN Eight Extra Large,r6idn.8xlarge,256.0,32,1.97,1.97,8.16,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,1900 GB NVMe SSD,50 Gigabit,25000,3125.0,true,true,1.97,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 12xlarge,r6idn.12xlarge,384.0,48,2.95,2.95,12.24,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,2850 GB (2 * 1425 GB NVMe SSD),75 Gigabit,37500,4687.5,true,true,2.95,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 16xlarge,r6idn.16xlarge,512.0,64,3.94,3.94,16.32,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,3800 GB (2 * 1900 GB NVMe SSD),100 Gigabit,50000,6250.0,true,true,3.94,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 24xlarge,r6idn.24xlarge,768.0,96,5.91,5.91,24.48,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,5700 GB (4 * 1425 GB NVMe SSD),150 Gigabit,75000,9375.0,true,true,5.91,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
R6IDN 32xlarge,r6idn.32xlarge,1024.0,128,7.88,7.88,32.64,0,None,0,Intel Xeon 8375C (Ice Lake),3.5,7600 GB (4 * 1900 GB NVMe SSD),200 Gigabit,100000,12500.0,true,true,7.88,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
P4DE 24xlarge,p4de.24xlarge,1152.0,96,25.22,25.22,55.57,8,NVIDIA A100,640,Intel Xeon Platinum 8275L,3.0,EBS only,400 Gigabit,19000,2375.0,false,true,25.22,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
P5 48xlarge,p5.48xlarge,2048.0,192,5.67,5.67,88.91,8,NVIDIA H100,640,AMD EPYC 7R13 Processor,2.95,30400 GB (8 * 3800 GB NVMe SSD),3200 Gigabit,80000,10000.0,true,true,5.67,0.0,3261886410550751,2024-07-25,"",true,2024-07-26 18:17:04.000000,8acebdb021c348b8b899e97d35bdf361,prod
